CIF1,CIF2,Date,Duration
SLBPRC85H65A399P,FLDLSU85S24H265W,2021-10-01,13:53:00
BRBJFF97T18A202M,LLSVGN67T61D344L,2020-12-25,13:19:00
BRWSPH60M62E554M,BSTGLD89M31M371Q,2021-02-28,15:32:00
DNKRTI79E46E290E,FGRMHL82H18L237F,2021-09-19,21:06:00
CBRRGG92B14A663J,SMNZND76S52A398Q,2021-03-31,04:54:00
WHLDWN60T17H599M,JRDRCE97M57L681R,2021-10-12,18:30:00
HFNLNC51R06F846Z,BRCJHN84D04C780Y,2021-01-25,22:37:00
SMNZND76S52A398Q,BDNMRY91S41H505I,2020-04-23,23:21:00
DLLDBR88B63D227F,SHLHRD51E19C941J,2021-07-14,11:59:00
WHTRSL88M48G273U,PLLNHL78D22G311I,2020-12-02,05:32:00
SMMNNA60C46H245N,MLLNDI78C68A122T,2020-01-04,16:16:00
MRRCRN86R26M093P,FGRMHL82H18L237F,2021-02-07,23:13:00
FRSRTI90B64C539A,BRNLHE55R64C286K,2021-10-07,08:19:00
GNZJMM62R30B198S,RSDWTR78C28G156H,2020-04-16,15:19:00
FRSRTI90B64C539A,WRSFDD70A04B506S,2021-06-22,16:24:00
SNCRHR70E02I612L,KNLSNE96A14I319G,2020-12-22,07:52:00
HDSDRH98D58D061Q,MRODRH93M56M384G,2020-05-05,00:34:00
SMNZND76S52A398Q,BRCJHN84D04C780Y,2021-02-20,13:14:00
WSSJNF88S47L039A,MRRCRN86R26M093P,2021-08-17,01:53:00
CLYMHL68C61B424F,SKNJPH51S02C500E,2020-12-22,10:15:00
SHLHRD51E19C941J,MLLNDI78C68A122T,2021-06-25,15:13:00
LCNMGN89P66L277C,DTHFNC93H03F707B,2020-01-30,10:45:00
RCHNHN73S15A734P,LFFMLE91L09D596Z,2020-05-18,08:14:00
BSTGLD89M31M371Q,LLTLND50C14D853V,2020-07-19,12:57:00
STJKNE55M03L673N,GBNMTH99A65E012A,2020-05-28,01:26:00
DVSBBR79S41M196G,PRVLRA61C44L724S,2020-04-29,00:29:00
LEEJNA98H48E638A,FLRCLS87M29I936O,2020-11-13,06:46:00
PRVLRA61C44L724S,KTHMRL79C44E901I,2020-09-24,18:50:00
WLLDNL90A04A898T,WRSFDD70A04B506S,2021-05-11,01:33:00
MCLSLL63H59H822V,WLLRLA58E52G222M,2020-06-21,19:21:00
PHLJSN62A18E213Z,MNGMVN93E11E576Y,2020-02-19,12:51:00
FRSRTI90B64C539A,BDNMRY91S41H505I,2020-09-02,10:03:00
VLLRRT69R11D041G,YNGNCY92A42L334B,2020-03-19,02:13:00
WHLDWN60T17H599M,SPNJHN87T10F976U,2020-01-27,00:32:00
STOTRY58M28A989V,GRFHRT66B27D284O,2021-09-01,09:57:00
KHNLSI83T46C866B,LMRGRG63B15G580A,2021-10-28,19:20:00
SMMNNA60C46H245N,STRBNC73A49G384I,2021-01-20,12:21:00
SLHSLV72P60D239O,MCGSNY98M10A537X,2020-09-19,16:57:00
MCNDNY66H20C974L,HNSCLE92M26G447Q,2020-01-12,15:04:00
RSSJPH67E22I457E,WHTRSL88M48G273U,2021-03-09,04:52:00
THMJTH73T54B844U,SPNJRM96H21C062G,2020-08-09,01:01:00
BDNMRY91S41H505I,MYRLNL84M29G823I,2020-09-26,16:18:00
FRSRTI90B64C539A,PCKDTH82L44E967N,2020-08-23,22:32:00
PRKPRC59M42F793E,SPNJHN87T10F976U,2021-07-12,06:26:00
HRDSNY94C52M267B,CHNMNG65R47H002C,2020-04-04,22:20:00
MRODRH93M56M384G,RGRJLN85P04F599C,2021-04-29,14:39:00
LRNTMR73E61D321M,FRSRTI90B64C539A,2020-11-11,18:55:00
GLLJRM87C31G580R,SLDHLN85A49F422V,2020-01-24,10:42:00
SHLTRS58D49F815D,DVLVGN61S45F494C,2020-03-05,03:26:00
SHETMY52C08H406D,VSLLTT58D59D974O,2020-12-13,14:33:00
TCKJYC58A44B774S,SHLLLL52M71L389G,2021-05-01,02:31:00
SNCRHR70E02I612L,RMNMRY96C46H022U,2021-09-16,03:36:00
HRDSNY94C52M267B,FRSRTI90B64C539A,2020-11-25,15:35:00
GRCJHN97C02I745A,NDRSLY95E49A745P,2020-03-17,09:22:00
JHNDBR55P46G123T,PRCMHL59T49G802A,2021-10-17,20:01:00
MROJNF62B58D607A,BRDCRO63R66F162H,2020-02-04,22:31:00
CRRJSO55T31A376Z,GRNDRS80B51E374C,2020-06-20,21:04:00
TRYRRT89S21C194F,PRKPRC59M42F793E,2020-08-10,23:47:00
CKOJHN53S03F001C,NVRJPH90S21E904H,2020-08-11,06:37:00
DDYNCY55H68G331W,SPNJRM96H21C062G,2020-02-07,21:57:00
BNGKMI67E57M079C,BRWPLN97H69G189W,2020-09-05,08:58:00
WLLGDN82T25G459Y,FLRCLS87M29I936O,2021-04-13,13:45:00
FNKCRL68P25D666Z,RBRBRK59H52F562K,2020-09-23,04:42:00
KLLLRT86E22I414T,PRKPRC59M42F793E,2021-03-27,05:21:00
KHNLSI83T46C866B,CLYMHL68C61B424F,2020-01-26,06:15:00
CVRFRD95L63B418T,SMMNNA60C46H245N,2021-07-26,13:52:00
CPRJHN86P01B167P,SKNJPH51S02C500E,2020-04-23,21:39:00
BRWSPH60M62E554M,DVSBBR79S41M196G,2020-05-28,18:49:00
FLRCLS87M29I936O,GZMDNN67E54L834Z,2021-06-07,23:18:00
SPNJHN87T10F976U,LTTNNA72M57A625D,2021-02-16,08:15:00
WHTFDR95T27E759W,BRKPRC73A50B608C,2020-12-26,08:01:00
LTTNNA72M57A625D,JPKLRY63B16C633M,2020-03-20,13:52:00
SLBPRC85H65A399P,GDYWDL63E17L500W,2021-05-08,05:47:00
XMEBBR59A42B171A,CLYMHL68C61B424F,2020-01-29,19:06:00
FREDTH50S54B120C,RBRBRK59H52F562K,2021-06-13,01:19:00
LPPDLD70A03H026E,DWDROA52C53B097U,2020-02-14,00:57:00
FLDLSU85S24H265W,DWDROA52C53B097U,2021-05-11,09:55:00
MRTJSS58A07H134Q,DLLDBR88B63D227F,2020-04-03,06:24:00
MRCRSO85P65A737K,BCKLNR75S63L258J,2021-08-08,19:27:00
BLNLSI59L44I754K,JRDRCE97M57L681R,2021-07-27,15:07:00
CBRRGG92B14A663J,LYNMRC54A29D009G,2021-01-02,07:29:00
KRKPTR52T16L562R,CLYMHL68C61B424F,2020-05-08,12:34:00
GNZJMM62R30B198S,JHNSCI70R26A087R,2021-07-16,21:26:00
JCBRCC50A63M420U,VLNKHL81L44L146Q,2021-07-21,19:21:00
WLLLLN83R62A857R,BRWPLN97H69G189W,2021-03-19,11:52:00
BRWPLN97H69G189W,NGYJDY52E48F320W,2020-04-11,18:55:00
RTCJDY92L65D057O,GRNDRS80B51E374C,2020-11-16,23:49:00
WHTFDR95T27E759W,GZMDNN67E54L834Z,2021-04-23,15:44:00
LCKLPU63A14L248G,WLLDNL90A04A898T,2021-04-19,23:40:00
NVRJPH90S21E904H,LTTNNA72M57A625D,2020-12-27,19:45:00
MROJNF62B58D607A,MKLCRS90H44L173G,2021-01-02,02:36:00
GNRJNN64B08D299Y,TCKJYC58A44B774S,2020-11-02,02:36:00
FREDTH50S54B120C,STOTRY58M28A989V,2020-01-08,15:27:00
SHLTRS58D49F815D,SMMNNA60C46H245N,2021-02-07,16:14:00
GLLJRM87C31G580R,BCKLNR75S63L258J,2021-09-27,00:44:00
JMSJHN61L30E689A,MNGMVN93E11E576Y,2020-07-11,05:01:00
JRDRCE97M57L681R,JHNDBR55P46G123T,2021-07-27,04:45:00
MLLNDI78C68A122T,SPNJRM96H21C062G,2021-07-20,16:34:00
THRCRS72D63M021H,MYRLNL84M29G823I,2020-12-26,22:22:00
BDNMRY91S41H505I,LLSVGN67T61D344L,2021-07-14,09:35:00
GNZJMM62R30B198S,WLLGDN82T25G459Y,2020-11-07,07:09:00
THMJTH73T54B844U,MLLNDI78C68A122T,2020-11-14,20:07:00
WHTRSL88M48G273U,BRCMRY59A65H294I,2020-02-02,13:43:00
BRKPRC73A50B608C,MRNJYO89D14B440G,2020-12-19,02:09:00
MRTJSS58A07H134Q,JMSJHN61L30E689A,2020-02-04,18:08:00
WDWJNN67T25L440J,NVRJPH90S21E904H,2021-02-26,06:57:00
WDWJNN67T25L440J,MRNJYO89D14B440G,2020-11-27,19:17:00
HNSCLE92M26G447Q,SWNMHL73B21F664V,2021-07-02,07:31:00
STJKNE55M03L673N,BNGKMI67E57M079C,2021-08-19,18:23:00
NDRSLY95E49A745P,FRSHLN61R41B038O,2020-05-19,23:29:00
LEEJNA98H48E638A,CDRTCY54R28A265E,2021-09-30,01:19:00
KTHMRL79C44E901I,FLRCLS87M29I936O,2021-11-08,14:20:00
LMRGRG63B15G580A,LZRLYD51S54E847D,2021-09-08,03:34:00
TCKJYC58A44B774S,KNGRSL57M27L167F,2020-06-28,20:28:00
CRLCRY02E44E048J,LPSMGR93P42C533G,2021-05-22,14:39:00
CDRTCY54R28A265E,GDYWDL63E17L500W,2021-09-15,20:02:00
KTHMRL79C44E901I,FRNGRD51M07G146L,2021-06-06,17:00:00
PRCMHL59T49G802A,MTCKST02A69E784W,2021-10-11,06:25:00
SHLLLL52M71L389G,HSLLSE93H63M339H,2021-02-06,15:49:00
LPPDLD70A03H026E,TCKJYC58A44B774S,2021-08-23,08:01:00
WLLGDN82T25G459Y,MRSTMY83B23B686W,2021-01-01,06:53:00
MRODRH93M56M384G,LCNMGN89P66L277C,2021-04-16,03:47:00
MYRLNL84M29G823I,WLLNNA58A42C369H,2020-04-30,07:50:00
DVDKHL98S44G111E,MRCRSO85P65A737K,2020-05-16,09:01:00
RGRJLN85P04F599C,WSSJNF88S47L039A,2020-10-10,06:48:00
STRLRY69C07E192Q,VGEZCK52A22H189U,2021-02-25,12:48:00
GLLJRM87C31G580R,WHTFDR95T27E759W,2020-11-26,22:55:00
DLLDBR88B63D227F,CRRJSO55T31A376Z,2020-09-24,09:02:00
RMNMRY96C46H022U,KLLLRT86E22I414T,2021-08-27,06:05:00
HDSJHN73B07F256I,CPRJHN86P01B167P,2020-07-20,11:31:00
VSLLTT58D59D974O,BRWPLN97H69G189W,2020-10-27,05:03:00
MWNLCS65P09L625X,PNINAA54T66I796U,2020-05-14,22:36:00
LCNBBR88P55F817E,KNGRSL57M27L167F,2021-03-09,23:40:00
DLLDBR88B63D227F,BNGKMI67E57M079C,2021-09-19,19:13:00
CPRJHN86P01B167P,MRTJSS58A07H134Q,2020-11-27,18:28:00
HWKSVN87L31F455R,PNINAA54T66I796U,2021-08-29,07:55:00
FLDLSU85S24H265W,LMRGRG63B15G580A,2020-08-12,07:32:00
PRVLRA61C44L724S,LMRGRG63B15G580A,2020-03-07,03:46:00
KRKPTR52T16L562R,LFFMLE91L09D596Z,2020-04-13,22:23:00
KNSJNF91H43C691H,DNLRLD97R10E618V,2020-06-28,05:57:00
RCHNHN73S15A734P,HNYRHR01R25H878A,2020-02-22,15:48:00
PNINAA54T66I796U,CKOJHN53S03F001C,2020-05-31,02:21:00
FLDLSU85S24H265W,HCKKST50H58L158V,2020-10-25,08:17:00
CLMBRN67E26H720B,NCHCRG65B09C503O,2020-12-19,00:24:00
GLLJRM87C31G580R,MRODRH93M56M384G,2020-12-15,10:45:00
WHLDWN60T17H599M,BLNLSI59L44I754K,2021-09-21,20:12:00
PLLNHL78D22G311I,FNKCRL68P25D666Z,2020-08-21,11:37:00
RTCJDY92L65D057O,KNLSNE96A14I319G,2020-07-08,14:18:00
WHLDWN60T17H599M,LLSVGN67T61D344L,2020-02-11,08:57:00
BDGTTH02S12H153U,GRCJHN97C02I745A,2020-05-31,09:04:00
WLLGDN82T25G459Y,BRWSPH60M62E554M,2020-04-10,20:49:00
PRCRTR79L29L270U,CKOJHN53S03F001C,2021-03-31,01:11:00
DNKRTI79E46E290E,WLLNNA58A42C369H,2021-08-09,15:46:00
SKNJPH51S02C500E,BRKPRC73A50B608C,2021-09-17,15:48:00
GNZJMM62R30B198S,MYRLNL84M29G823I,2020-03-10,12:34:00
GRCJHN97C02I745A,FGRMHL82H18L237F,2020-02-29,11:03:00
SHLTRS58D49F815D,BRCMRY59A65H294I,2021-10-13,17:05:00
MRCRSO85P65A737K,YNGMTN56H16E666B,2021-08-30,12:20:00
STOTRY58M28A989V,TRYRRT89S21C194F,2021-05-24,00:30:00
DWDROA52C53B097U,WLLLLN83R62A857R,2021-04-06,15:59:00
GRBMRN82D57D038L,GRNDLD75L03D804W,2020-02-27,04:52:00
LCKLPU63A14L248G,RGRJLN85P04F599C,2021-09-13,18:18:00
NVRJPH90S21E904H,JHNDBR55P46G123T,2021-08-15,07:25:00
DLLDBR88B63D227F,RSSJPH67E22I457E,2020-01-02,19:58:00
STLSNL55P30E537Q,WHTFDR95T27E759W,2020-04-01,21:51:00
VLNKHL81L44L146Q,MYRWLM79B25A712W,2020-12-09,09:19:00
TCKJYC58A44B774S,KNSJNF91H43C691H,2021-08-15,10:41:00
GRNDLD75L03D804W,DNLRLD97R10E618V,2020-08-14,03:25:00
HCKKST50H58L158V,LTTNNA72M57A625D,2021-03-13,20:07:00
SCHLYD54L59D277S,STJKNE55M03L673N,2020-02-11,01:41:00
HDSJHN73B07F256I,BCKLNR75S63L258J,2020-01-13,06:53:00
SHLHRD51E19C941J,SMTNRW84T12I192Q,2021-11-10,07:44:00
SHLHRD51E19C941J,DVSBBR79S41M196G,2020-05-23,16:19:00
JHNSCI70R26A087R,BNGKMI67E57M079C,2021-04-06,01:57:00
SNCRHR70E02I612L,GBNMTH99A65E012A,2021-09-27,03:21:00
DNLRLD97R10E618V,MRRTMS79B15C974V,2020-10-03,06:58:00
CHNMNG65R47H002C,LMRGRG63B15G580A,2021-04-12,20:21:00
SPNJRM96H21C062G,KLFJMS99H26F422A,2020-04-25,16:52:00
WHTRSL88M48G273U,LNRLVN82B12G713N,2020-08-23,19:49:00
GRBMRN82D57D038L,BRNLHE55R64C286K,2021-07-17,22:59:00
HFNLNC51R06F846Z,MRSTMY83B23B686W,2020-04-06,23:57:00
PNTJSS83R28A041V,SLHSLV72P60D239O,2020-07-05,10:43:00
MRODRH93M56M384G,SHLHRD51E19C941J,2021-08-12,05:23:00
LCKLPU63A14L248G,HFNLNC51R06F846Z,2020-04-19,22:50:00
MRTJSS58A07H134Q,BRKPRC73A50B608C,2021-09-07,17:14:00
WRRDMA53D08A127Z,SCRFNK98S10L840F,2021-04-17,15:33:00
DVDKHL98S44G111E,CHNMNG65R47H002C,2020-11-19,16:49:00
GZMDNN67E54L834Z,LYNMRC54A29D009G,2021-02-24,11:23:00
MTCKST02A69E784W,RCHNHN73S15A734P,2020-01-19,19:36:00
SWNMHL73B21F664V,HWKSVN87L31F455R,2020-11-02,22:20:00
BRWCFF88E12F737N,HDSJHN73B07F256I,2020-01-31,19:43:00
TCKJYC58A44B774S,BCKLNR75S63L258J,2020-07-17,05:25:00
YNGWLM78P15H590G,KNGJSS58L01H528F,2020-02-25,17:39:00
GRCJHN97C02I745A,LCNBBR88P55F817E,2021-05-12,01:29:00
JNSCLD84P13A810G,CPRJHN86P01B167P,2020-09-16,03:22:00
SNCRHR70E02I612L,GRFHRT66B27D284O,2021-11-01,19:48:00
LZRLYD51S54E847D,YTCRNN69P17A263F,2021-03-11,02:15:00
HSLLSE93H63M339H,PTRMLS95L01G492T,2021-02-26,05:53:00
LPZRMR64L63G153S,FLDLSU85S24H265W,2020-07-05,18:05:00
HFNLNC51R06F846Z,GDYWDL63E17L500W,2020-01-20,00:55:00
PRKPRC59M42F793E,CPRJHN86P01B167P,2020-02-12,01:52:00
BRCMRY59A65H294I,HCKKST50H58L158V,2020-04-08,17:39:00
GRNDLD75L03D804W,RSDWTR78C28G156H,2020-05-16,07:40:00
BRNLHE55R64C286K,FRSHLN61R41B038O,2021-06-15,14:11:00
RSDWTR78C28G156H,MRTJSS58A07H134Q,2020-09-11,17:07:00
BCKLNR75S63L258J,LCKLPU63A14L248G,2021-06-07,06:43:00
BRCJHN84D04C780Y,DVLVGN61S45F494C,2020-04-15,21:58:00
LLTLND50C14D853V,RCHNHN73S15A734P,2021-03-01,05:38:00
JNSCLD84P13A810G,DNGJML72P16B589Y,2020-07-07,00:31:00
MCLSLL63H59H822V,CLLJHN64C04F078U,2021-07-22,09:12:00
DVLVGN61S45F494C,DNKRTI79E46E290E,2020-10-07,16:02:00
DVLVGN61S45F494C,JHNDBR55P46G123T,2020-10-29,11:42:00
PCKDTH82L44E967N,WLLLLN83R62A857R,2021-03-08,19:34:00
PRCMHL59T49G802A,CHNMNG65R47H002C,2020-06-26,03:44:00
CDRTCY54R28A265E,JPKLRY63B16C633M,2020-09-09,06:31:00
SLHSLV72P60D239O,MKLCRS90H44L173G,2020-11-27,23:01:00
LCNMGN89P66L277C,PRCRTR79L29L270U,2021-07-12,23:35:00
HRDSNY94C52M267B,GZMDNN67E54L834Z,2020-04-11,17:51:00
XMEBBR59A42B171A,FRSHLN61R41B038O,2020-06-27,01:07:00
MTCKST02A69E784W,JPKLRY63B16C633M,2021-05-26,17:10:00
MCNDNY66H20C974L,MRCRSO85P65A737K,2021-09-15,05:39:00
CLMBRN67E26H720B,SHLTRS58D49F815D,2021-04-14,16:48:00
WRSFDD70A04B506S,SCHLYD54L59D277S,2020-06-05,19:31:00
CLLJHN64C04F078U,GMBDRK56D23E593M,2020-09-16,06:21:00
YTCRNN69P17A263F,THRCRS72D63M021H,2020-08-31,08:49:00
LPSMGR93P42C533G,DVSBBR79S41M196G,2020-06-09,19:48:00
MYRLNL84M29G823I,SHLTRS58D49F815D,2021-03-02,19:00:00
SMTNRW84T12I192Q,PNINAA54T66I796U,2021-04-03,02:24:00
MRNJYO89D14B440G,DCSGRG75B01H258V,2020-07-31,23:52:00
KLLLRT86E22I414T,HNSCLE92M26G447Q,2020-05-12,09:55:00
DCSGRG75B01H258V,PNNRHR81M05E356N,2021-03-19,08:21:00
SHETMY52C08H406D,WLLNNA58A42C369H,2021-02-20,05:20:00
CDRTCY54R28A265E,LRNTMR73E61D321M,2020-08-14,00:40:00
LPSMGR93P42C533G,HFNLNC51R06F846Z,2020-06-04,14:10:00
HRDSNY94C52M267B,WRSFDD70A04B506S,2021-10-30,08:45:00
MRRTMS79B15C974V,STOTRY58M28A989V,2021-04-05,14:39:00
DCSGRG75B01H258V,PTRMLS95L01G492T,2021-05-19,17:29:00
LCNMGN89P66L277C,WHTRSL88M48G273U,2021-05-03,15:11:00
MCNDNY66H20C974L,DNKRTI79E46E290E,2020-09-22,10:44:00
BDNMRY91S41H505I,SFSSNT03B58I357V,2020-03-08,05:44:00
GDYWDL63E17L500W,PNTJSS83R28A041V,2020-05-04,03:31:00
TCKJYC58A44B774S,SFSSNT03B58I357V,2020-11-09,14:19:00
JMSJHN61L30E689A,GRFHRT66B27D284O,2021-01-21,17:23:00
MCLSLL63H59H822V,BGYLSO52A48G663K,2021-11-05,22:17:00
STJKNE55M03L673N,CKOJHN53S03F001C,2021-04-26,06:57:00
FRNGRD51M07G146L,YNGMTN56H16E666B,2021-09-18,06:48:00
RBRBRK59H52F562K,DVDKHL98S44G111E,2020-02-11,07:07:00
JNSCLD84P13A810G,WRRDMA53D08A127Z,2021-03-26,10:34:00
PNTJSS83R28A041V,SHLHRD51E19C941J,2021-03-24,03:00:00
GRFHRT66B27D284O,LMRGRG63B15G580A,2021-01-16,11:47:00
MCNDNY66H20C974L,KLLLRT86E22I414T,2020-01-10,16:33:00
LPSMGR93P42C533G,DVDKHL98S44G111E,2021-05-15,01:18:00
CVRFRD95L63B418T,BRBJFF97T18A202M,2020-07-30,07:10:00
SHLLLL52M71L389G,SMTNRW84T12I192Q,2020-12-20,13:10:00
GLLJRM87C31G580R,WDWJNN67T25L440J,2021-04-10,11:11:00
FREDTH50S54B120C,YTCRNN69P17A263F,2021-02-02,22:32:00
HDSDRH98D58D061Q,SMMNNA60C46H245N,2021-05-10,11:26:00
YNGWLM78P15H590G,PNNRHR81M05E356N,2020-07-06,07:27:00
SHLTRS58D49F815D,VLLRRT69R11D041G,2021-01-15,06:46:00
LLSVGN67T61D344L,BRWCFF88E12F737N,2020-11-26,02:01:00
SHLHRD51E19C941J,CRRJSO55T31A376Z,2020-02-04,07:20:00
FREDTH50S54B120C,LCKLPU63A14L248G,2021-08-19,22:05:00
NCHCRG65B09C503O,GRNDLD75L03D804W,2021-06-20,12:05:00
SHLTRS58D49F815D,SKNJPH51S02C500E,2021-02-26,00:58:00
PRCRTR79L29L270U,LCKLPU63A14L248G,2020-12-11,23:38:00
CLMBRN67E26H720B,HDSJHN73B07F256I,2021-11-06,10:51:00
FRSRTI90B64C539A,GBNMTH99A65E012A,2021-08-03,21:50:00
LPSMGR93P42C533G,KHNLSI83T46C866B,2021-03-25,21:54:00
FRSRTI90B64C539A,SPNJRM96H21C062G,2021-03-23,17:23:00
DLLDBR88B63D227F,SLHSLV72P60D239O,2020-06-19,00:12:00
SHLLLL52M71L389G,MCGSNY98M10A537X,2020-12-16,08:38:00
MYRWLM79B25A712W,BRWPLN97H69G189W,2021-05-13,13:12:00
YNGWLM78P15H590G,BDGTTH02S12H153U,2021-11-12,13:10:00
MRSTMY83B23B686W,MCGSNY98M10A537X,2020-09-13,03:40:00
WHLDWN60T17H599M,RTCJDY92L65D057O,2020-03-10,06:58:00
SHLTRS58D49F815D,RBRBRK59H52F562K,2021-06-02,13:31:00
GNRJNN64B08D299Y,HDSJHN73B07F256I,2021-02-17,15:13:00
LEEJNA98H48E638A,DWDROA52C53B097U,2021-10-24,06:11:00
SPNJRM96H21C062G,PNTJSS83R28A041V,2020-07-03,07:07:00
WLLRLA58E52G222M,WRRDMA53D08A127Z,2020-12-13,19:55:00
BRNLHE55R64C286K,KLFJMS99H26F422A,2021-06-19,11:39:00
MRNJYO89D14B440G,THMJTH73T54B844U,2020-12-25,13:05:00
MCLSLL63H59H822V,SPNJHN87T10F976U,2021-07-08,07:39:00
GDYWDL63E17L500W,RBRBRK59H52F562K,2020-05-17,15:10:00
FNKCRL68P25D666Z,DNLRLD97R10E618V,2021-07-11,02:21:00
WHLDWN60T17H599M,CHNMNG65R47H002C,2020-11-10,09:31:00
DNLRLD97R10E618V,MCNDNY66H20C974L,2021-04-09,06:15:00
MRRTMS79B15C974V,CHNMNG65R47H002C,2021-09-30,21:57:00
NDRSLY95E49A745P,HNYRHR01R25H878A,2021-02-11,06:36:00
MLLNDI78C68A122T,CVRFRD95L63B418T,2020-09-07,03:58:00
CRLCRY02E44E048J,KRKPTR52T16L562R,2021-03-22,05:02:00
BRKPRC73A50B608C,HNYRHR01R25H878A,2020-10-12,19:46:00
GRNDRS80B51E374C,LPSMGR93P42C533G,2021-07-23,06:03:00
MCGSNY98M10A537X,LPPDLD70A03H026E,2020-11-26,08:21:00
TRYRRT89S21C194F,PRVLRA61C44L724S,2021-07-08,03:09:00
PNINAA54T66I796U,NDRSLY95E49A745P,2021-05-10,17:05:00
CKOJHN53S03F001C,BRCMRY59A65H294I,2021-06-06,07:19:00
DLLDBR88B63D227F,RSDWTR78C28G156H,2020-05-07,04:48:00
MRRTMS79B15C974V,YTCRNN69P17A263F,2021-08-15,19:56:00
GNRJNN64B08D299Y,XMEBBR59A42B171A,2020-01-28,09:22:00
JHNSCI70R26A087R,VSLLTT58D59D974O,2020-11-16,20:18:00
WLLSRL93T52I326Y,DVSBBR79S41M196G,2021-10-09,17:38:00
RMNMRY96C46H022U,BRBJFF97T18A202M,2021-05-10,09:53:00
MRSTMY83B23B686W,PHLJSN62A18E213Z,2021-03-28,01:49:00
RSDWTR78C28G156H,JPKLRY63B16C633M,2021-02-18,18:24:00
RTCJDY92L65D057O,RMNMRY96C46H022U,2020-05-10,13:00:00
WHTFDR95T27E759W,GRNDRS80B51E374C,2021-06-26,08:09:00
LYNMRC54A29D009G,SPNJRM96H21C062G,2020-10-12,05:58:00
LEEJNA98H48E638A,SMNZND76S52A398Q,2020-05-01,10:00:00
GNRJNN64B08D299Y,SMMNNA60C46H245N,2020-04-19,15:00:00
CLMBRN67E26H720B,SWNMHL73B21F664V,2020-03-13,22:33:00
HFNLNC51R06F846Z,BCKLNR75S63L258J,2021-08-13,14:05:00
CLLJHN64C04F078U,PNNRHR81M05E356N,2021-10-26,05:39:00
PTRMLS95L01G492T,WLLGDN82T25G459Y,2020-11-30,13:53:00
JHNDBR55P46G123T,SHETMY52C08H406D,2020-06-02,11:18:00
MCGSNY98M10A537X,BRCJHN84D04C780Y,2020-12-09,08:37:00
TRYRRT89S21C194F,WLLDNL90A04A898T,2020-12-22,19:54:00
DNKRTI79E46E290E,SHLLLL52M71L389G,2020-04-22,14:30:00
NCHCRG65B09C503O,BSTGLD89M31M371Q,2020-06-16,12:28:00
MYRWLM79B25A712W,HSLLSE93H63M339H,2021-04-07,08:48:00
LCKLPU63A14L248G,KLLLRT86E22I414T,2021-06-07,01:27:00
LCNMGN89P66L277C,PRCRTR79L29L270U,2020-01-25,03:41:00
VSLLTT58D59D974O,TCKJYC58A44B774S,2020-06-07,04:46:00
WDWJNN67T25L440J,MLLNDI78C68A122T,2020-12-29,06:10:00
YNGMTN56H16E666B,MRSTMY83B23B686W,2021-06-25,12:03:00
WTSLRN59T47A506O,YTCRNN69P17A263F,2021-07-06,15:59:00
MRRTMS79B15C974V,FGRMHL82H18L237F,2021-03-19,08:31:00
YTCRNN69P17A263F,LLTLND50C14D853V,2020-10-01,05:49:00
JMSJHN61L30E689A,RTCJDY92L65D057O,2021-06-12,09:54:00
LLSVGN67T61D344L,CLPJHN02H25H639J,2020-01-04,18:55:00
LPSMGR93P42C533G,GLLJRM87C31G580R,2021-04-08,21:41:00
MCLSLL63H59H822V,CDRTCY54R28A265E,2021-04-18,16:32:00
NCHPGY58M48G421Q,LCNMGN89P66L277C,2021-05-02,01:27:00
CPRJHN86P01B167P,PRVLRA61C44L724S,2021-09-23,18:08:00
WLLLLN83R62A857R,FRSHLN61R41B038O,2021-01-21,14:06:00
GBNMTH99A65E012A,STLSNL55P30E537Q,2020-06-14,02:57:00
FGRMHL82H18L237F,BLNNDR76D29C072G,2021-11-04,15:11:00
STJKNE55M03L673N,WLLDNL90A04A898T,2021-09-18,11:48:00
MYRWLM79B25A712W,MROJNF62B58D607A,2020-04-03,23:40:00
SCRFNK98S10L840F,MCNDNY66H20C974L,2020-07-09,17:08:00
THRCRS72D63M021H,YNGMTN56H16E666B,2020-06-11,23:56:00
FNKCRL68P25D666Z,VLLRRT69R11D041G,2021-09-06,00:45:00
MTCKST02A69E784W,WHTRSL88M48G273U,2021-07-09,19:59:00
SLDHLN85A49F422V,BGYLSO52A48G663K,2020-02-07,03:34:00
JHNSCI70R26A087R,DDYNCY55H68G331W,2021-09-04,04:38:00
GLLJRM87C31G580R,KLLLRT86E22I414T,2021-01-11,19:02:00
HDSDRH98D58D061Q,LEEJNA98H48E638A,2021-06-04,18:53:00
YNGNCY92A42L334B,TRYRRT89S21C194F,2021-04-19,09:11:00
FLDLSU85S24H265W,CLYMHL68C61B424F,2021-03-01,21:11:00
NGYJDY52E48F320W,LLTLND50C14D853V,2021-10-23,12:30:00
SMNZND76S52A398Q,LLTLND50C14D853V,2020-12-16,06:38:00
JCBRCC50A63M420U,CLMBRN67E26H720B,2020-03-24,19:09:00
LYNMRC54A29D009G,JNSCLD84P13A810G,2021-04-27,05:33:00
CLLJHN64C04F078U,VGEZCK52A22H189U,2021-06-30,00:46:00
CPRJHN86P01B167P,CBRRGG92B14A663J,2020-09-17,08:23:00
CLMBRN67E26H720B,HWKSVN87L31F455R,2020-03-18,23:54:00
KTHMRL79C44E901I,HCKKST50H58L158V,2020-01-10,15:14:00
GBNMTH99A65E012A,KNGRSL57M27L167F,2020-09-09,22:42:00
