CIF,Place,Room,Date,Duration
NDRLNE60H47L740W,10234509,U.8.3,2021-08-17,17:03:00
BLLMLI50P06L802B,3174706,D.3.1,2020-03-27,22:28:00
HDDJSH78M14C768W,10114711,A.8.6,2020-08-20,22:09:00
CMPNLN65T64A301C,6542079,,2021-08-18,22:38:00
WRGMSS60P52B693A,6542214,,2020-02-04,12:48:00
GNOCST72B65C114S,8982854,,2020-05-21,00:41:00
FVLMGG03M58B187N,10626188,,2020-07-28,16:01:00
HNNRSL00P42F216Z,8260210,,2021-08-07,00:50:00
RVRBNC84E67M271J,3217778,Q.3.6,2020-05-22,10:32:00
RCHVLR03A48D076T,2522948,,2020-03-14,12:03:00
WTTCDY85P69L353Q,8030019,,2020-05-07,21:37:00
BDGDRD59L23M401K,2523131,,2020-05-21,14:23:00
JHNJSC79D65C060D,3168220,D.8.2,2021-01-25,15:54:00
MRQKRN57L68E493U,7303538,,2020-12-18,04:45:00
FLGFNC93T69F680E,11126481,,2021-02-22,23:17:00
WBRRGR75L07C724X,11128077,,2021-06-28,13:56:00
BTWWLM84H09G446S,9412867,F.7.1,2021-09-14,23:42:00
WHLCHR59M67H801C,8982241,D.7.4,2020-09-01,05:59:00
BSTBTY55S42L720L,9612931,R.6.8,2020-12-12,13:48:00
NCNRBN99C45G149Z,3168220,D.8.2,2021-03-17,21:12:00
HRDNRW81S11L641R,8959183,W.7.7,2021-07-25,20:34:00
DNNNLC95E61G439J,3177891,,2020-06-28,07:35:00
BJRLRA65L54I260Q,9032354,M.2.3,2021-01-03,01:44:00
RWDBBR85H61C933F,10114711,D.8.4,2020-03-31,06:20:00
RSODNS00T16F497T,9034008,L.8.7,2020-08-09,15:21:00
SLMJPH81S21M361P,6697736,,2020-05-23,15:56:00
BRWKRN70S41G312S,8952193,H.8.2,2021-07-09,20:16:00
DNNDVD92E28B085C,8982241,Y.1.7,2020-09-23,22:56:00
FRNMLA70R62G009A,8969613,H.3.9,2021-11-05,21:53:00
BRCCRS55P16I986J,8969613,H.3.9,2020-03-22,05:48:00
STKSRN70C44G511X,10626188,,2020-01-07,05:04:00
BSSPML99R48B328I,8504596,,2021-08-21,22:57:00
BNVJCK77R13I365R,2525364,,2020-05-13,00:47:00
MROWTR59S21D931G,8982854,,2021-05-06,15:25:00
RYELNN63P68C280R,10114711,D.6.5,2021-08-26,14:02:00
RDEJNU60C26A486I,10234509,O.3.8,2020-02-17,17:31:00
SPRPLP96P05G044C,8961730,M.1.9,2021-10-03,20:10:00
GRNJSN55S07I615O,8982854,,2020-12-03,23:54:00
MLFKNT56T13E465I,8199505,,2021-11-13,04:04:00
DNVRRT56M26F906N,8354453,,2020-07-26,18:43:00
SWRVKY93T60G791K,8030019,,2020-09-04,13:38:00
SDRMVN87S06D044Y,8984890,,2021-06-06,03:17:00
VRHNIA96P55L278K,3172542,,2021-10-20,17:36:00
LBLCRS85P25D192S,10114711,D.8.4,2021-09-28,18:07:00
CLBSRN67A46B005I,8967778,E.7.6,2020-02-17,07:55:00
HLBNNA89M43I321F,9612285,U.9.9,2021-02-28,14:48:00
MSSJMA50A14L444C,3170817,,2021-03-17,15:02:00
BRMCRL71T24C934E,8199505,,2020-11-26,07:00:00
BLLBTH75P55M169P,9412867,F.7.1,2020-05-16,15:29:00
LWSCNT61B42C319F,8969613,A.6.0,2021-07-19,00:52:00
LHMJPH60B26D641Y,3207311,,2020-07-09,01:57:00
CKOMGN74H63H570P,10627265,,2021-08-23,17:33:00
RNGFNC52B43I314K,8967523,N.6.7,2020-08-28,04:03:00
GLWJMS68C07B510Y,7303538,,2020-04-08,19:39:00
PRTTRY64C04I172I,3178947,X.9.0,2021-03-22,21:16:00
WHTNNA69C62A268Q,2523131,,2021-04-07,03:44:00
BLCMXN96R66E178W,9613262,J.8.7,2021-05-04,23:14:00
GSTWLM61S16G510U,8963948,J.9.2,2020-04-21,13:20:00
SPDTTH01D15H749Q,3172542,,2021-07-18,23:25:00
BRWDNH67P61H999C,8969613,A.6.0,2020-12-16,19:57:00
LWYMHL92M08D472S,6542295,,2020-03-14,20:56:00
STRLRY97D07F067H,3168220,D.8.2,2021-07-28,23:05:00
BRGTNY88T45B482U,9612931,R.6.8,2020-05-27,07:18:00
WNGBRC64T31M190P,8260210,,2020-05-31,06:28:00
YRSSRT99L06L644E,3217778,Q.3.6,2021-07-08,14:01:00
RCKJPH73P05D848I,8969613,H.3.9,2021-05-21,03:16:00
JCKRCH60S27F355A,11126481,,2020-07-20,09:14:00
HGHJNN88A65F496L,3165293,,2020-07-25,21:29:00
RLFRRT54H26A020B,3165736,,2020-06-07,15:19:00
CLGLRA56A45L658H,6542214,,2020-02-19,08:33:00
MCLMTH75M57B938H,3174706,D.3.1,2020-11-22,21:51:00
STFDBR00T18L193W,9412867,F.7.1,2020-11-12,10:14:00
SPRPLP96P05G044C,2524528,,2020-01-25,14:08:00
RDMMTH02H07M070Q,6299593,,2020-08-08,22:07:00
LPKDRS78A53E531E,6541464,,2021-03-28,19:17:00
KSSSSN73T70A764T,8982854,,2021-10-10,20:31:00
FLYJPH84H12E169O,8969613,A.6.0,2020-07-15,21:25:00
DKESTV96B16G520O,6537720,,2021-06-20,01:44:00
MCLBNN80D62C002Z,3169263,K.5.0,2020-06-21,19:01:00
MCCGGR71B06L461S,8959183,W.7.7,2021-01-23,07:00:00
RXIBRN64A06D947W,8969613,H.3.9,2021-04-14,10:24:00
MRRPRC80L51E326U,6541464,,2021-01-28,21:49:00
STVGRG77C25I855U,8354453,,2020-02-19,20:25:00
JNSRHR61E19G286W,8952732,O.6.8,2021-01-13,03:29:00
DLLDNS93C16L088R,11857076,,2020-01-01,08:29:00
WHLCHR59M67H801C,8982241,Y.1.7,2020-09-01,07:23:00
BCHRHL90H70G137G,3175603,T.9.8,2020-06-02,07:57:00
RMNCNN02P66G704E,8967523,J.2.5,2021-06-12,16:12:00
LLRSRN90D68H152C,3165293,,2021-07-13,05:41:00
MTTKLL58H48I734S,10234509,O.3.8,2021-01-29,16:07:00
HLBNNA89M43I321F,8354453,,2021-06-03,09:17:00
DWRSNT90B52C580T,8504596,,2020-07-31,02:46:00
NLSDRY85C65F203N,9612285,R.6.5,2021-04-13,14:38:00
MROWTR59S21D931G,2524528,,2021-04-13,01:17:00
KLMFLC83R44I176L,11127880,,2020-07-31,16:47:00
HSRCRY94T13I545G,8952732,O.6.8,2021-05-08,11:03:00
DDLDLA66M53L977Y,8963948,L.5.4,2021-01-26,23:45:00
RVRBNC84E67M271J,8199505,,2020-07-23,08:15:00
SVLSLD91R18E957D,10114711,A.8.6,2021-07-21,08:01:00
HLLJHN95C22A460V,8982241,Y.1.7,2021-10-06,23:39:00
PLRTRC54B58L059A,11127880,,2021-05-07,03:26:00
HYMHLN79C69A786Z,10626188,,2020-06-16,06:24:00
GRNBTY91B45F448L,8030019,,2021-02-01,20:48:00
RSSTDD98R21F608P,3217778,Q.3.6,2021-08-27,15:01:00
RZUMHL79S01A414Q,8969613,A.6.0,2021-10-20,00:44:00
GRCMCS67T29G630A,8199505,,2020-02-17,21:01:00
WHLTDR81R01I927W,8354453,,2021-07-20,19:14:00
RDRDBR57M47H486H,8984890,,2020-01-07,08:38:00
RHDVLA90D02M178O,3178947,T.9.8,2020-01-31,07:27:00
GTLSRL74T42D570N,9612605,Z.9.4,2020-04-24,17:34:00
GLLCRS53E43G173K,10234509,U.8.3,2021-01-31,18:57:00
KRBMKN99C13D410Z,9612285,U.9.9,2021-01-14,20:19:00
FRRDRD02H26C003V,8961730,H.4.6,2020-02-16,06:13:00
ZVLWLY96P27L058B,6542214,,2021-06-24,05:09:00
PRKSNY68D03A375S,3178947,T.9.8,2021-01-25,14:48:00
HYSWLL77C08C105X,3178947,X.9.0,2021-01-17,20:41:00
FLRLNT57B02E977A,6538502,,2020-11-10,19:45:00
CLRLSI01A56L455M,6933445,,2021-03-14,20:33:00
BRDGST53M53H997F,10292350,Q.6.2,2020-04-03,08:27:00
JHNMND92B49D050L,3175603,T.9.8,2021-01-27,16:16:00
YLRKRN65T60M126O,8967778,N.7.4,2020-12-26,18:46:00
SHLBND55E70G999J,9032354,M.2.3,2020-10-12,20:42:00
HRRDMA85A11C166I,10114711,D.6.5,2020-05-23,16:40:00
MTTSNT70A59E107R,8967778,E.7.6,2020-01-27,18:16:00
WLLJHN60A07M383N,8966253,C.4.7,2020-11-05,02:47:00
DNNLSH99E42F672U,8967778,E.7.6,2021-02-25,23:02:00
LLNLNE84T60F572O,8966253,C.4.7,2020-03-05,19:12:00
YNGWLM51T14A976P,10626188,,2020-06-20,14:42:00
SKNRCI51B01C190U,6540854,,2021-05-29,04:19:00
KMPLLN57T47I876T,10626188,,2020-10-01,23:47:00
FLKMND52H53G625L,10114711,I.8.7,2020-06-01,04:14:00
LDANMN82H23D927M,9412867,F.7.1,2021-05-19,11:39:00
THMFLC89L54H601O,8961730,M.1.9,2020-11-07,17:42:00
SPRPLP96P05G044C,2524528,,2020-07-24,07:00:00
ZVLWLY96P27L058B,8953415,V.5.8,2021-11-09,10:56:00
BTWWLM84H09G446S,6537720,,2020-03-14,06:58:00
DWKDLD69M07F917O,9612285,R.6.5,2020-08-16,02:11:00
MCMLLN70H58L315A,8984890,,2021-04-19,02:36:00
MLLSSN00L52L165R,11126481,,2020-10-08,01:24:00
MNSJMS55S58F534Q,8963948,J.9.2,2020-06-23,21:42:00
RSNDNS54E55B687Q,8982241,D.7.4,2020-08-02,12:48:00
BRDCHR61A42G635T,9032354,M.2.3,2021-05-02,20:32:00
FRSGGR96D58E834R,3169202,G.2.3,2021-03-25,12:54:00
PSQRBC51B58I333F,3175603,T.9.8,2020-11-27,15:45:00
CHNWLM62B13I919Q,8969613,H.3.9,2020-10-21,07:40:00
BNVJCK77R13I365R,8966253,C.4.7,2021-02-12,16:39:00
PGARCH72H27I520O,8952193,G.6.9,2020-10-07,09:23:00
RSOKST80D68A670W,3169202,G.2.3,2021-03-01,08:32:00
LLNLNE84T60F572O,8504596,,2020-07-28,01:30:00
CHMMRK92H10D492Y,10114711,D.6.5,2020-07-18,07:05:00
DSKRRT85D17H918M,6542295,,2021-05-21,19:31:00
KNGNNA50B66E974I,6299593,,2021-05-10,12:06:00
SLFLRY61P05E941K,8953518,K.5.0,2020-07-26,00:24:00
LNGMRA95T48D754T,3170817,,2021-09-14,09:11:00
STRVEA67L45H618Y,6933445,,2020-06-19,20:08:00
SLFLRY61P05E941K,9032354,M.2.3,2021-05-17,07:57:00
FVLMGG03M58B187N,8030019,,2020-08-28,06:07:00
WLLSNY61C49C538A,9613262,J.8.7,2020-10-06,01:02:00
TSLJRD73H16A484F,3178947,T.9.8,2021-10-16,11:21:00
CMMKRM96L58I805E,7303538,,2021-09-16,12:31:00
GRNRDL98P08B789D,3175603,N.8.6,2021-04-04,18:09:00
QNCDLL88E60G371B,10114711,D.8.4,2020-03-26,18:48:00
JMRCRS89L02H324B,3217778,Z.9.5,2020-05-05,18:35:00
WHLJNN96B49C713Y,6542079,,2021-02-15,03:17:00
BRGNHN50R30E994N,3217778,Z.9.5,2020-06-19,00:30:00
FRGMTY81B17E752I,8969613,A.6.0,2021-09-01,02:51:00
LTSLSN83H44G848P,8952193,H.8.2,2021-09-22,22:00:00
NCHDMN86H16A448H,6933445,,2020-04-09,03:58:00
DWRLGH86E68F627M,6540854,,2020-09-28,09:44:00
QNCDLL88E60G371B,10626188,,2021-01-22,02:26:00
FRNVYN87T43E963P,10114711,D.6.5,2020-07-22,14:56:00
LNZWLM72P21F648P,3164450,,2020-11-12,10:09:00
CSYPLA02T67G181Q,9612285,R.6.5,2020-04-05,02:27:00
RGSTRS96P70C702D,8982241,D.7.4,2020-07-15,16:03:00
WLSBTY71R58E745Q,11126481,,2020-04-27,05:09:00
RVSJMS74M04H185G,9612605,Z.9.4,2021-07-19,20:42:00
CNNRRT84M19F333L,3207311,,2021-10-04,05:28:00
DXNDEX51S16D697P,8956432,I.8.8,2020-09-14,03:18:00
VCHRLD84C05I429E,10376048,,2020-08-25,17:42:00
SMTMRA51A58L698V,3183224,D.3.3,2021-06-21,10:34:00
WHTRYN78L16D573Q,8956432,I.8.8,2021-01-03,22:53:00
CRNRCC83S55D746B,8982241,P.0.5,2020-06-02,11:49:00
RSNSVN85L12G512Q,6299593,,2021-04-10,09:13:00
CCHGLD99S07D251F,7303538,,2020-07-13,02:30:00
RTCLSO02S59A589W,8982241,D.7.4,2021-06-13,16:30:00
LHMSVN96H02B984C,8952193,G.6.9,2021-05-14,10:33:00
KNSMTH01S53G851M,3217778,Q.3.6,2021-01-17,05:51:00
CLLCRS89A20A495H,6542214,,2021-10-23,21:50:00
NDRRRT01T01B043A,9612931,P.4.1,2020-11-18,19:44:00
GRNDVD56B23D195R,10627265,,2020-02-12,11:20:00
LVNLZU02D54D471M,2522948,,2020-10-13,16:57:00
BNFQTN81E30I707O,10376048,,2020-08-10,18:38:00
WLSBTY71R58E745Q,8504596,,2020-10-12,05:21:00
SLVLNA03A20D924D,8199505,,2020-05-15,19:06:00
FRNMLA70R62G009A,3165736,,2021-01-13,05:11:00
KNWRRT57T16B839T,11126481,,2021-07-16,06:04:00
CLKWLM83H27H986J,3217778,Z.9.5,2021-02-24,07:51:00
MNORRT60B08A038N,9612285,U.9.9,2020-02-18,23:04:00
KTCRLE50C18H375T,3170817,,2020-02-04,13:54:00
CMPLRY76L01H269Z,8963948,L.5.4,2021-01-04,00:56:00
HMMJHN96B13E681S,8967523,J.2.5,2021-01-21,12:52:00
LWSSNN53P65D757N,7303538,,2021-05-01,11:23:00
PNDFDD96P30B593Y,6299593,,2021-08-13,12:29:00
MCKMGR94R63E098P,8969613,A.6.0,2020-12-27,00:24:00
LNAJPH61C13A809C,10626188,,2020-11-20,05:46:00
MCLMTH75M57B938H,10114711,I.8.7,2020-05-18,10:08:00
WLCDRK03D24F293D,3174706,D.3.1,2021-02-19,15:01:00
THMFLC89L54H601O,8967778,N.7.4,2020-01-24,23:33:00
VRMRLD65L29E486W,3165293,,2021-01-14,03:12:00
TLRFBN56E15I805D,6542079,,2021-01-23,03:42:00
TRNMJR78D69D419M,6933445,,2020-04-25,14:30:00
HRFJMS93T15G416T,8967523,N.6.7,2020-07-14,17:45:00
MLLSSN00L52L165R,3174706,D.3.1,2020-07-16,12:44:00
CHRBBR72A44I561U,10114711,I.8.7,2020-11-19,16:29:00
PHBJSO79D23C677Y,8967778,N.7.4,2020-10-23,11:31:00
MBLDRK96P23M351D,3178947,X.9.0,2021-06-13,17:09:00
CHRBND75M21F991R,9032354,M.2.3,2021-04-24,12:11:00
HLTNRS97T12G196D,6537720,,2020-04-29,07:28:00
PRRDNS81L62H746R,6540033,,2020-06-23,11:07:00
CMMKRM96L58I805E,6540033,,2020-12-02,03:52:00
DKNTNY67B19D865D,10376048,,2020-02-23,14:00:00
CNOJNC03C58E054I,3217778,Q.3.6,2021-09-21,15:59:00
MNDLRA99C67I711L,6542214,,2021-09-30,21:14:00
MRTGRY65M30D802A,11857076,,2021-06-19,18:08:00
HFFROA80M54M027Q,3165293,,2020-06-22,21:00:00
MRCRSO60A56D911O,10234509,O.3.8,2021-08-03,14:33:00
PTKJSC57T62G372N,10114711,A.8.6,2021-10-14,07:56:00
SMTRTY64C21C414K,8953415,V.5.8,2020-12-20,05:19:00
SMTSLY71E50B678D,10114711,I.8.7,2020-07-22,13:28:00
GNZMCH66H26A070J,7303538,,2021-02-08,05:10:00
MRSJNY89A57I861C,8953415,V.5.8,2020-07-02,01:22:00
HNNPRC89M12E345Z,7289460,,2020-12-30,02:52:00
HYMHLN79C69A786Z,8967523,N.6.7,2021-07-09,22:46:00
SHWSRA96S61D802J,3207311,,2020-02-26,07:34:00
CRMJFF77C10E531O,10234509,O.3.8,2020-08-01,14:55:00
DSKRRT85D17H918M,3164450,,2021-01-29,08:26:00
MLTLYL01R69E772D,9612285,U.9.9,2020-06-09,01:29:00
GRRFNC56C42G729Q,7303538,,2021-05-02,14:44:00
RNGFNC52B43I314K,8984890,,2020-05-08,08:07:00
GZMDLS69R13B630N,11127880,,2020-03-28,08:29:00
LZADRS68C62L246D,8967523,J.2.5,2021-11-12,20:22:00
BLLWLM73C16E715Z,8953415,V.5.8,2021-05-23,13:14:00
JHNMND92B49D050L,11127622,,2021-05-20,17:53:00
NNERYA89M12G622H,11127880,,2021-06-21,23:04:00
FRGMTY81B17E752I,3169202,G.2.3,2021-08-11,06:35:00
SHFNGL59R64I569I,10234509,U.8.3,2021-08-30,00:47:00
HFFROA80M54M027Q,8969613,A.6.0,2020-07-16,04:07:00
DGLMYN72C46H800G,6538502,,2021-10-24,09:12:00
BRDCHR61A42G635T,9612605,Z.9.4,2021-09-04,14:53:00
STHSLL83D51H569G,8982854,,2020-06-25,13:45:00
SCHBTY64R54E801E,3168220,D.8.2,2021-03-20,15:48:00
RCHPRC86E19M338T,9612285,R.6.5,2020-07-24,15:11:00
WTSKYA51B41L380C,3164450,,2020-04-14,00:28:00
VGSWLM51D09L411Z,10626188,,2021-10-08,13:24:00
BDGDRD59L23M401K,11857076,,2020-05-27,23:48:00
BDNDTN82S09I734O,6697736,,2021-09-03,22:23:00
SRKJKS73S21G311E,6697736,,2021-06-08,16:39:00
THRMHL71D29D678F,3217778,Q.3.6,2021-02-11,12:35:00
THMJDY58L42E678C,2523131,,2020-07-29,01:54:00
FLYJPH84H12E169O,8961730,H.4.6,2020-10-08,06:37:00
HRDDRY77E65L582J,8961730,M.1.9,2020-03-19,09:40:00
ZFFSCR81T21A432E,9612285,U.9.9,2020-09-15,23:14:00
GLLCSN68C48I115A,11153961,U.0.0,2021-06-02,07:21:00
CLBCLT01S57H070P,3175603,N.8.6,2020-10-27,10:52:00
LCYFME59R68B217G,3177891,,2020-03-10,10:50:00
THMPLA67H18F531I,3165293,,2021-02-06,06:24:00
WBRRGR75L07C724X,8953518,K.5.0,2020-02-25,19:27:00
CMPRYN76A13E429M,3165736,,2021-07-10,06:21:00
GNSCFT65H15C654A,10114711,A.8.6,2021-03-07,07:11:00
LEETRS88R45D757A,3178947,T.9.8,2020-06-23,15:50:00
CTHFRD73R17H635L,10114711,D.6.5,2020-06-04,01:13:00
WNSTRC72C60F842K,3174706,D.3.1,2021-02-09,03:06:00
DGLMYN72C46H800G,10114711,D.6.5,2020-11-11,04:03:00
BRSWRN54H04B415J,2522948,,2020-10-15,12:38:00
KTCRLE50C18H375T,2522948,,2021-07-26,09:11:00
HRDNRW81S11L641R,2522948,,2021-03-05,22:51:00
SCHGLR00L30E778K,8982241,Y.1.7,2021-01-14,03:15:00
MTTGNS54C43G316B,10234509,U.8.3,2020-05-02,23:00:00
GRHRRT72E19H335R,11127383,,2021-02-27,10:31:00
DWRDIA50P44E245K,8969613,A.6.0,2021-03-06,09:47:00
GSTWLM61S16G510U,6542079,,2021-07-09,15:29:00
BSLLNZ62A21H489N,3178947,X.9.0,2021-08-25,13:17:00
PHLDCS93E69D636G,3178947,T.9.8,2020-06-05,03:04:00
RJOMGR94S57E944N,6538502,,2020-09-03,11:13:00
KNGNNA50B66E974I,6540033,,2021-01-29,00:26:00
BRWDNH67P61H999C,10234509,O.3.8,2020-05-29,19:30:00
SRTSNN76E02A134N,8982854,,2021-08-26,04:00:00
BNKSNO82L68C862T,11127622,,2020-09-20,08:36:00
STKSRN70C44G511X,3170817,,2021-01-28,01:56:00
CMPNLN65T64A301C,9612605,Z.9.4,2021-04-26,20:43:00
GRZRNA70H57F526B,3165293,,2021-04-17,22:56:00
BYLBBR63B68G293M,8354453,,2021-01-07,21:42:00
RMRCLS94A17I888U,8966253,C.4.7,2021-11-01,09:55:00
KRBMKN99C13D410Z,3178947,T.9.8,2021-07-16,20:05:00
SCHCNT94B41I543D,6542079,,2021-01-16,05:56:00
THMCHR99A45F383U,8969613,H.3.9,2021-08-29,04:05:00
GNZMCH66H26A070J,9613262,J.8.7,2020-02-09,20:03:00
YRSSRT99L06L644E,8961730,H.4.6,2020-08-01,19:46:00
THMGLA82M70I968U,10626188,,2020-01-02,14:00:00
MLLDRD84E30B629S,8982241,D.7.4,2020-12-05,09:45:00
HNSKHL01M68A666F,10627265,,2021-06-07,17:18:00
LEEDRD51R29C050H,8952732,O.6.8,2021-07-29,09:40:00
HLMBND63P59F141W,11128077,,2020-12-13,06:58:00
RDEMGR03C60B554E,9612285,R.6.5,2020-07-08,01:35:00
NCHDMN86H16A448H,6542079,,2020-02-21,03:30:00
TRNMJR78D69D419M,8952193,H.8.2,2020-11-25,15:59:00
VSALSI90T43C038B,3183224,D.3.3,2020-11-05,07:11:00
MTTGNS54C43G316B,10234509,U.8.3,2020-05-26,21:10:00
LFLMHL76R16I451S,8354453,,2021-01-08,23:28:00
PRRMTH85H05A304B,6537720,,2021-08-30,22:36:00
MRLTCY76R70I416D,2524528,,2021-07-29,17:52:00
RVRMLN68B59D853T,6540033,,2021-01-15,20:43:00
CLLWLL50A69D587J,3178423,,2021-05-31,04:56:00
BCKMRY51D43G350V,8969613,H.3.9,2021-10-23,12:17:00
VRHNIA96P55L278K,9612285,U.9.9,2021-04-11,08:34:00
YNOLRO57C58M163Z,3178423,,2021-05-17,10:43:00
WLLPLA67L03C756Y,8967523,N.6.7,2020-03-05,19:08:00
DWRSNT90B52C580T,8953518,K.5.0,2020-08-21,21:10:00
WRLJNN60A67F316W,3164450,,2020-09-19,02:41:00
SPGJTH83D20E558P,9612605,Z.9.4,2020-08-24,17:33:00
MNZGGR91C30A246R,10114711,A.8.6,2020-02-11,13:11:00
BDGDRD59L23M401K,10376048,,2020-11-06,13:08:00
RTCLSO02S59A589W,3177891,,2020-09-25,19:13:00
PHLDCS93E69D636G,8967523,J.2.5,2021-06-06,17:49:00
LWORHR75M07E041Y,6299593,,2021-01-23,08:10:00
MFFDBB88E47F368E,3177891,,2021-01-29,19:48:00
SHRKSY82C59E747L,2523131,,2020-12-23,12:21:00
MCPRHR61P01I073M,10234509,U.8.3,2021-01-27,18:54:00
MRLTCY76R70I416D,8967523,N.6.7,2021-10-03,13:48:00
LLZWLC91E19I704X,8504596,,2020-06-04,05:42:00
MHNMRY52T49I273O,8961730,H.4.6,2021-06-15,07:48:00
MRRPLA57B24M211H,8978564,T.4.9,2021-01-09,15:34:00
MYFLND63M57D471K,9412867,F.7.1,2021-08-06,17:33:00
MSNRRT94E03D577Z,8967778,N.7.4,2020-05-21,11:22:00
SPRPLP96P05G044C,6540033,,2021-01-25,10:37:00
HRLLNA86H19E915Q,10292350,Q.6.2,2020-07-16,06:38:00
LPZLNE73S28E700W,2525364,,2020-03-30,08:55:00
FRNJNF74C46H962M,8982854,,2020-01-13,20:41:00
CTSJNN88H22M190V,3164450,,2021-07-27,22:17:00
WNDJHN79B02C977D,6542214,,2020-09-04,05:36:00
LNSGNI93M63D845B,6537720,,2021-08-08,07:15:00
SWRVKY93T60G791K,8984890,,2021-08-28,06:28:00
SRKJKS73S21G311E,2525364,,2020-07-06,00:14:00
RTCLSO02S59A589W,11127383,,2020-02-11,00:34:00
LWSRHR01L06B828V,3169202,G.2.3,2021-05-30,21:08:00
BRRLRY73B20I181D,3178423,,2020-12-25,10:32:00
RSNDMA82H16B537Z,10627265,,2020-01-14,00:24:00
YRSSRT99L06L644E,10114711,A.8.6,2021-07-24,14:02:00
DLEMGR75C68D982E,6542079,,2021-10-31,12:25:00
MRNJQN90C29H712G,10114711,A.8.6,2021-02-16,15:32:00
WSTTFN95M63I482E,7303538,,2020-07-21,10:33:00
GRNBTY91B45F448L,11127622,,2021-02-01,08:15:00
HDORTH69M44L726N,9612931,P.4.1,2021-04-04,13:29:00
PRRDNS81L62H746R,3169202,G.2.3,2020-09-09,08:40:00
PRMCLY82D54L484R,3178947,T.9.8,2020-02-22,20:27:00
SLFLRY61P05E941K,3172542,,2021-05-03,11:16:00
DNFLRA01L55H825N,6538502,,2021-05-01,03:08:00
BRGJDN95A25B906K,8961730,M.1.9,2021-06-09,05:44:00
THMKRN55H61L140X,8959183,W.7.7,2020-12-26,23:17:00
BTTNHN58C17D414M,6538502,,2021-07-24,07:24:00
DSHRLN53C56D785C,3175603,N.8.6,2021-03-26,01:33:00
FNTLRN59S25A013A,11127383,,2021-01-09,08:07:00
JLLCRL97H18L366F,9032354,M.2.3,2021-07-05,12:29:00
WLLDNN85P42M270E,3178947,X.9.0,2021-03-10,03:41:00
CLOJNN03L68F990I,6542214,,2020-12-05,05:01:00
CRRSFN78E50I991W,11857076,,2021-03-10,06:46:00
CRWCCK86S17D304F,11857076,,2020-08-21,16:19:00
JNSRHR61E19G286W,6537720,,2021-09-27,18:06:00
BSSPML99R48B328I,6299593,,2021-08-17,12:52:00
HYPJNY70A45E999F,8952193,G.6.9,2020-10-28,09:27:00
RZAKRS82M29C458L,3183224,D.3.3,2021-07-27,21:53:00
CCHGLD99S07D251F,6933445,,2020-08-12,01:56:00
PHLDCS93E69D636G,8966253,C.4.7,2021-01-05,08:13:00
DNEJMK63T64D554N,9612931,P.4.1,2020-05-18,01:28:00
DNFLRA01L55H825N,3172542,,2021-03-09,03:40:00
TRRLNO87T70M371C,8982241,Y.1.7,2021-01-26,01:24:00
MSSKVN91P19A176U,3217778,Q.3.6,2020-12-25,14:57:00
WHTNNA69C62A268Q,10401364,,2021-04-01,21:06:00
RYELNN63P68C280R,6540854,,2021-01-29,18:07:00
VGSWLM51D09L411Z,6541464,,2021-03-02,09:19:00
SDDCRL76D30G615I,10627265,,2020-02-17,03:16:00
CRPNMN90M15D468D,11153961,U.0.0,2021-10-27,12:20:00
LEEJNN83T56H157O,8952193,H.8.2,2020-01-18,16:33:00
SHFNGL59R64I569I,8953518,K.5.0,2021-09-27,03:23:00
LWSSNN53P65D757N,8982241,D.7.4,2021-06-13,19:56:00
KRLLLN88E58G165G,7289460,,2020-06-04,15:38:00
FNNTMY94D18B613B,6299593,,2021-08-01,09:33:00
KNGDRS63B50D590F,6537720,,2021-02-22,15:23:00
GRNJDY67H41F592L,8199505,,2020-12-07,17:30:00
MJRSTT75B10D931H,10234509,U.8.3,2020-02-13,12:42:00
MCKMHL70S23I139C,8961730,H.4.6,2020-02-17,03:50:00
KNDRRT58E22B735H,6540854,,2021-11-03,00:13:00
WRNGNE81T16B835T,3172542,,2021-09-21,06:46:00
MRCRXO72E51A360N,3169263,K.5.0,2020-12-26,21:46:00
RDRSNG50L22A882P,3207311,,2021-04-04,03:52:00
WLLJHN60A07M383N,10234509,U.8.3,2020-06-27,16:40:00
PTNDMA56M21F597Q,9034008,L.8.7,2020-11-03,18:00:00
LLTMVN72D24E731V,8963948,L.5.4,2021-02-08,05:55:00
LYNDBR51S69M384B,3217778,Z.9.5,2021-03-27,02:28:00
VNCCLE59B49B403Y,10292350,Q.6.2,2021-06-03,08:47:00
NLSDRY85C65F203N,3217778,Z.9.5,2021-02-04,09:28:00
JYNMRK72B23L168D,8969613,H.3.9,2020-06-23,17:32:00
VSSKVN94P18A506T,3175603,N.8.6,2020-02-17,00:32:00
CNANTA86H48C778A,8953415,V.5.8,2021-09-07,18:21:00
WHLCHR59M67H801C,3175603,N.8.6,2021-04-25,03:21:00
RBLDNI53E60M152U,6542214,,2021-10-22,01:37:00
HDGPML56P41L401V,8969613,H.3.9,2020-12-21,03:23:00
FWLMRA62M47I140Y,10292350,Q.6.2,2021-09-02,14:14:00
GRDSRH93M48L931Q,3217778,Z.9.5,2020-11-20,12:12:00
JHNLLN93D26F171G,6542214,,2021-03-05,01:16:00
MCKMHL70S23I139C,8969613,A.6.0,2020-09-16,11:56:00
FLYWND67D41I803E,11128077,,2020-05-30,23:02:00
PRKKNT76E24A287O,6540033,,2021-10-03,21:18:00
BLLCRS78M09A245Z,8978564,T.4.9,2021-03-14,23:27:00
